# Step Rg End_to_End
         1        64.1557       108.8227
     10000        26.1735        71.5171
     20000        46.8701        42.3811
     30000        73.9236       123.6853
     40000        49.6964        64.8693
     50000        47.0782        65.7443
     60000        49.4998        72.4905
     70000        32.7379        74.8223
     80000        30.6863        31.4186
     90000        44.4409        67.5895
    100000        56.9672        65.2103
    110000        44.1013        79.5713
    120000        41.4313        61.5523
    130000        33.5320        70.4297
    140000        43.3410        59.0665
    150000        37.9647        46.3723
    160000        31.7199        79.8365
    170000        40.1029        94.1986
    180000        61.2761        50.8097
    190000        42.2910        34.9407
    200000        38.0552        22.6129
    210000        42.4176        42.4981
    220000        47.4243        61.0494
    230000        23.4116        72.1775
    240000        32.2964        66.5761
    250000        40.2420        66.1062
    260000        40.3522        50.4928
    270000        50.3802        53.8095
    280000        40.9108        17.1794
    290000        51.9884        91.8936
    300000        27.7277        15.7653
    310000        51.5626        40.9763
    320000        52.2138        66.6429
    330000        49.1750        88.5958
    340000        54.2706        83.4603
    350000        20.6993        57.6134
    360000        31.4236        31.1271
    370000        48.4035        81.8034
    380000        53.0126        54.1118
    390000        18.2621        33.9534
    400000        49.5674        43.2216
    410000        40.2350        83.8605
    420000        47.4816        47.9195
    430000        54.0645        79.3568
    440000        42.6459        60.1072
    450000        45.1081        79.3885
    460000        35.8293        80.3164
    470000        34.3881        73.3014
    480000        46.1553        42.8484
    490000        57.2425        65.6913
    500000        49.0490        37.8673
    510000        55.4581        43.5968
    520000        51.5312        33.7248
    530000        23.9914        27.6180
    540000        38.7002        74.0880
    550000        38.4758        23.0484
    560000        44.3593        39.2583
    570000        27.5899        82.9801
    580000        62.7208       123.7190
    590000        63.6086       155.5366
    600000        49.0556        52.6533
    610000        33.3730        52.3998
    620000        46.9095        23.3956
    630000        30.1394        13.6830
    640000        36.7772        19.0738
    650000        21.6693        14.9900
    660000        43.6225        48.2413
    670000        39.3337        39.1312
    680000        41.9293        22.3728
    690000        46.2219        25.7146
    700000        48.0747        20.3060
    710000        45.3290        46.4761
    720000        46.5824        34.2529
    730000        44.3733        55.4788
    740000        47.1812        23.9984
    750000        47.2910        25.0535
    760000        43.8901        59.9968
    770000        33.7793        53.8023
    780000        47.2754        39.9545
    790000        47.0650        29.2158
    800000        46.4323        36.9820
    810000        46.0647        19.5182
    820000        47.1497        19.4030
    830000        39.0776        21.6627
    840000        48.0407        19.2118
    850000        47.2230        15.2285
    860000        45.7754        35.3101
    870000        38.0536        17.7614
    880000        37.6115        45.4180
    890000        34.5330        41.6125
    900000        38.9528        53.0252
    910000        43.6867        44.1950
    920000        38.1469        20.7775
    930000        43.2504        53.5322
    940000        35.4343        26.0933
    950000        38.9889        26.0752
    960000        37.1055        45.4592
    970000        43.3454        55.1772
    980000        43.4051        59.8018
    990000        36.1382        46.9278
   1000000        48.1103        15.1829
