# Step Torsion_Angles(rad)...
         1    1.3048    1.9234    2.0115    2.1821    2.2081    1.7509    2.1046    1.7103    2.1173    1.7247    2.1002    1.7239    2.1663    1.4901    2.2793    1.5443    2.3473    1.3501    2.2191    1.6405    2.2787    1.4169    2.1873    1.6852    2.3043    1.4427    2.2084    1.5563    2.4150    1.3573    2.2507    1.5918    2.3767    1.3871    2.2632    1.7085    2.2917    1.5071    2.2188    1.7524    2.2786    1.5336    2.2380    1.7619    2.2936    1.5236    2.2469
     10000    2.3667    1.1054    2.7519    1.2452    2.3302    0.8464    0.4310    1.1607    0.1513    2.3533    2.3934    0.2100    2.6273    0.0975    2.3434    2.2156    1.1894    0.7010    0.5179    1.4451    0.1085    0.3873    1.0559    2.6097    1.6020    1.4610    1.2125    2.8239    1.8799    0.3725    2.1561    1.9481    1.3119    0.7077    2.0442    1.9147    2.2135    1.1795    3.0367    0.3527    2.8776    0.1491    2.3250    1.3082    0.6304    3.0688    2.9956
     20000    2.3510    1.0270    2.2886    1.1397    2.8798    1.3235    1.8872    1.3066    1.3068    2.5165    1.7832    0.9325    1.3590    0.9958    0.0100    2.2490    2.4015    1.1717    0.4866    1.7418    0.1776    0.3831    0.1520    0.9595    0.6605    1.3700    1.7334    3.0503    1.1965    0.4082    1.2526    0.3551    1.0892    0.5741    3.1046    0.3083    1.1384    0.0157    0.9039    0.3806    2.5852    0.3383    3.0347    1.4501    1.2236    1.2794    3.1405
     30000    2.2371    1.4736    1.8941    0.9816    2.7677    1.7044    2.4429    0.2771    1.6845    2.8858    1.8739    1.2926    2.2665    0.2648    3.0434    0.3555    2.1918    2.6119    1.1553    3.0721    0.0687    0.4388    0.0679    2.2102    1.8462    1.8873    2.8558    1.0909    1.9008    0.4697    0.2378    0.8907    2.8507    0.1465    3.0497    3.0171    1.2505    0.2194    2.2621    0.7968    2.3134    0.8509    2.9391    1.0434    0.2792    1.2098    2.4519
     40000    1.1039    0.8161    1.1923    0.1865    2.9397    0.1824    1.3717    0.3761    0.1086    0.6782    0.5707    1.0159    2.3046    2.4055    1.8421    0.3591    3.0708    2.4615    2.8775    2.7108    1.8062    2.3429    1.5726    2.8972    3.0661    3.1185    1.4211    0.7319    1.3280    2.7822    1.3485    2.6327    1.3870    2.8955    1.8380    2.9805    2.8529    1.6776    2.5414    1.9466    1.3576    1.7147    2.3718    0.5177    2.0363    1.3223    2.7144
     50000    2.0020    0.6662    1.7104    0.7887    3.0399    0.4040    0.0793    2.3701    2.0209    0.4942    1.2594    0.6428    1.4489    1.4590    2.4242    0.5958    3.0280    3.0457    2.3917    2.2988    1.8585    1.9243    2.1287    1.6650    1.6982    2.1931    1.4902    0.6251    1.3557    2.2071    0.1346    2.8083    0.0466    2.8535    3.0440    2.4865    3.1025    1.7049    2.6015    0.3366    2.4157    2.8478    2.1304    2.6370    3.0127    0.6394    2.1638
     60000    2.3039    1.9489    2.0867    0.6298    2.7103    0.3715    1.5002    0.6746    0.3055    1.0167    1.8364    1.9012    2.4093    1.7407    1.5165    0.8246    2.9737    0.8293    1.8826    2.3374    2.9628    1.2675    2.7848    2.7327    1.5219    2.6812    0.8331    0.5928    1.7716    1.9481    0.6707    2.9443    1.5555    3.1154    2.8372    0.2325    2.3944    0.6088    2.0427    0.4035    0.1441    0.7713    2.0232    0.3522    1.9396    0.9503    2.9470
     70000    1.2874    0.9259    1.1339    1.9107    1.1886    0.5521    0.9666    1.2172    1.5753    0.5530    0.9066    2.3682    3.1301    1.4172    2.0130    0.5293    1.9767    2.3071    3.0782    1.2036    1.8694    0.5977    0.8060    2.8499    0.7780    0.0261    1.5485    0.0191    2.0128    2.1638    2.1134    2.3957    2.9792    2.5186    2.9376    2.6626    2.8832    0.2767    2.0304    2.2773    2.8088    1.5695    2.3858    1.9931    2.3455    0.8525    2.3381
     80000    1.9870    0.7313    2.8753    0.7924    3.0874    0.6363    3.0644    0.6652    2.3977    2.3953    1.9633    1.3834    3.0558    2.1638    2.1051    0.7034    2.7660    2.3002    2.8510    2.9770    2.1492    1.9148    0.0594    1.5587    2.3252    1.5519    1.5402    0.0075    1.1865    1.2932    2.1159    1.8921    2.0568    1.9845    2.8989    1.9372    2.9227    0.2559    1.9417    2.8239    2.6254    0.6040    2.4210    2.8947    2.5047    0.7628    2.6308
     90000    1.9882    0.6929    2.7066    0.0502    3.0628    0.2337    2.8857    0.3391    3.0531    2.0876    2.1375    1.9387    2.5452    2.8419    2.4015    0.6859    2.5550    2.1827    2.6094    3.1409    1.7809    1.9341    0.5031    1.9369    2.0609    1.4200    2.5215    0.3466    0.6636    1.2496    0.6605    2.8839    0.6302    3.0212    2.0153    2.8843    2.6436    1.0582    2.5763    1.8430    1.4472    0.3584    3.0304    0.2402    3.0085    1.9150    2.4998
