# Step Torsion_Angles(rad)...
    240000    1.9840    2.9761    2.7341    2.3646    2.8720    2.7537    2.5390    1.6179    1.9550    1.1192    2.2125    2.9167    2.5474    1.6197    2.4167    1.9717    1.8912
    250000    2.0453    2.8755    2.6462    2.2215    3.0950    0.5156    3.1149    0.0367    2.9228    1.7754    2.9854    3.0123    3.0908    3.1163    3.0378    2.8982    3.1359
    260000    1.2965    2.8975    3.0276    2.0711    2.5263    2.9615    1.3105    2.1926    1.9666    0.8131    2.4181    2.2641    1.4166    1.8739    2.4226    1.0109    2.4940
    270000    1.6122    2.3700    2.3948    1.4461    2.1795    0.0842    0.9409    2.5059    0.2825    0.3613    3.0430    2.0380    2.0323    1.6692    2.8091    1.1065    2.2576
    280000    1.4370    2.7509    2.6978    2.3392    2.7309    2.5377    2.7197    0.8142    3.1236    1.1409    0.1703    2.9981    2.1881    1.1217    2.7170    0.7293    2.9789
    290000    1.9649    3.0049    2.2879    2.5323    0.1544    0.0724    0.2299    1.1695    0.7894    1.6736    0.3818    0.6726    2.9381    2.2791    2.8320    1.7759    2.5867
    300000    1.9118    3.0477    2.9732    0.6926    3.0734    2.5164    2.5199    0.5383    2.5633    1.8565    2.9883    2.8862    3.0617    3.0302    2.7408    1.1260    2.5129
    310000    2.1120    3.1015    2.5555    2.1258    2.7483    0.7463    2.8689    0.8062    2.9760    0.8554    3.0387    1.8228    1.4129    0.0940    2.2032    2.0290    2.9115
    320000    2.2445    2.8216    3.0278    2.2634    3.1019    0.3352    3.1151    2.7581    2.6559    2.0163    2.9317    2.1218    2.6313    3.1159    1.2994    1.2556    2.9886
    330000    1.8075    2.9705    2.5522    2.6370    3.0359    2.7082    2.3505    1.8147    2.8532    1.2219    3.0678    1.7417    2.7452    2.5964    3.1327    1.6990    2.9172
    340000    1.5965    2.2097    2.6042    2.9722    1.5063    1.6142    2.5340    0.5734    2.8640    0.8699    2.5927    0.4915    0.4165    2.5048    2.7581    0.7413    2.9263
    350000    1.3348    0.1712    1.3877    2.5197    2.0570    2.5810    2.9915    3.0427    3.0188    0.7553    2.4640    2.8328    2.4255    0.0638    3.0762    1.9726    0.8813
    360000    1.3917    2.8314    0.7684    2.6615    0.1425    2.6851    2.4287    2.2376    3.0658    2.7458    2.3214    2.5057    2.5133    1.5766    1.2576    0.3332    3.0710
    370000    1.8865    0.9009    3.0226    0.2527    3.0507    1.3606    2.3411    1.7629    1.6895    1.8043    2.6486    0.2356    2.9852    2.5636    2.8754    2.5118    2.4740
    380000    2.0503    2.9336    3.1231    2.0749    2.4749    2.0443    2.8685    1.7954    2.9945    3.0744    3.1379    2.1611    2.5029    3.1391    2.8520    3.0563    2.9636
    390000    2.2548    3.0785    3.0624    1.2371    3.0072    0.4530    2.9754    0.8869    2.7087    1.4131    2.9904    2.7200    3.1040    3.1176    2.8647    3.0067    3.1257
    400000    2.0400    3.0780    0.9859    0.2721    1.5657    2.0843    2.8580    1.2765    2.7989    2.1932    2.5735    3.1094    2.7848    2.8441    3.0932    2.7449    3.0858
    410000    1.3690    2.7408    2.8820    0.1196    2.9457    0.6639    2.0765    1.9047    2.3926    1.9091    2.8631    0.7670    2.8155    2.2876    3.0642    2.1365    2.4468
    420000    1.3065    2.8799    2.8724    2.9385    0.8078    0.7393    2.0787    0.7825    2.4685    0.7321    3.1084    1.0782    2.9235    0.2339    1.6476    0.0066    1.8725
    430000    2.0239    2.2219    2.0788    2.6098    3.0731    0.7976    3.0046    0.4218    2.8873    0.4694    2.2312    1.7386    2.8808    2.4398    3.0313    0.0183    0.6356
    440000    1.6872    2.3109    1.1963    1.4230    3.0546    0.1362    1.4498    1.1843    2.1307    1.9858    0.8731    1.5981    0.3218    2.5201    2.6419    2.8803    2.5116
    450000    1.8442    0.2894    2.8398    2.2863    1.9396    0.2630    2.9558    0.1392    3.0654    0.7402    2.7855    1.5710    2.8728    1.4526    2.5481    0.2128    0.5531
    460000    1.4746    2.2123    2.1291    1.5390    1.7655    1.6463    2.7080    0.6971    2.4643    0.5619    0.9995    1.8048    2.5135    2.4371    2.7695    3.0942    2.6963
    470000    2.0552    2.9160    2.9461    2.4456    2.9572    1.6344    3.0452    0.8726    2.9127    1.4580    2.9791    2.7442    1.9081    2.6948    2.7043    2.6450    1.6152
    480000    2.1335    2.9112    2.3731    2.1507    3.1369    0.6773    3.1329    0.0994    2.8024    0.4783    1.8641    2.1899    3.0419    0.0449    2.9087    2.8217    2.9605
    490000    1.6145    3.0282    0.0896    1.5519    1.4139    0.9249    2.3259    0.3154    2.0780    0.0720    2.7327    0.5622    2.6316    1.0193    2.9963    1.1527    2.9516
    500000    1.8831    2.9886    2.7911    1.9921    2.4876    1.3689    2.2129    1.3037    2.8893    2.3819    3.0706    2.7507    2.4708    2.8646    2.4829    2.1865    1.7067
    510000    1.9671    2.9165    2.6158    2.3723    1.8059    0.7409    0.7753    0.0097    2.7589    1.5427    1.1312    1.4244    1.7511    2.3980    2.8295    2.4939    3.0858
    520000    1.5240    2.4414    0.6162    2.1600    1.7931    0.4828    2.0974    0.4618    2.5261    0.1478    2.6570    3.0974    2.7091    0.2271    2.2026    1.1437    1.8904
    530000    1.7870    2.7355    3.0313    2.4232    3.0987    0.7804    2.2285    1.7980    1.8523    1.7593    2.6143    0.4408    2.9345    1.9177    1.3601    0.4971    2.5639
    540000    1.5533    2.8516    1.1349    1.9387    0.4628    1.4425    1.6087    2.5478    1.5841    1.2174    3.0514    0.8045    3.0975    0.6762    3.0306    0.6498    3.0103
    550000    2.2126    2.9598    2.5685    1.4727    1.9446    0.0782    3.0492    1.6952    2.3647    2.7868    2.6261    0.0618    2.8533    3.0118    2.3465    2.6799    3.0226
    560000    2.1384    2.8724    3.0887    1.7707    2.0784    0.8863    3.0996    0.6049    2.7354    1.8112    0.9518    0.2762    0.8806    1.0362    1.3966    1.3099    1.8100
    570000    1.1817    2.6386    1.8507    2.4472    1.0544    1.1883    2.2425    0.8912    1.6423    0.4811    2.5067    0.7500    2.6475    0.3697    2.3037    1.1134    2.0993
    580000    1.3856    2.5745    2.8221    2.6610    2.7505    2.1801    1.5101    2.9733    2.3136    1.7726    2.7345    0.3565    1.9442    2.8138    2.9812    1.8772    2.6185
    590000    2.1180    2.5437    2.9970    1.5544    2.8509    0.9235    3.1093    2.1622    2.9172    1.9507    3.0061    0.3727    2.6731    2.3241    1.5551    1.0340    2.2551
    600000    1.2847    2.7796    2.8760    0.4047    2.8206    2.1263    1.3562    3.0743    2.7819    0.8958    2.6049    2.1295    2.2889    2.1077    1.9907    1.5065    2.6784
    610000    2.1308    0.3881    2.8528    2.4240    0.0291    2.8831    2.2894    1.1854    3.0423    2.5792    2.9015    2.3974    2.9181    2.5785    2.9753    2.9179    2.8588
    620000    2.1421    2.3913    3.1347    2.6094    2.9043    0.1470    2.8736    0.6456    3.0292    0.0417    2.7214    0.7092    3.1129    0.8513    2.4936    0.3199    1.5293
    630000    2.1619    3.0441    2.8708    3.1249    2.8395    2.9273    2.1476    0.4236    2.7122    1.2232    2.8775    1.6080    2.1269    1.6092    2.0731    0.0153    2.3745
    640000    1.1786    2.8702    2.6212    3.0525    3.0290    2.9556    3.1368    3.0889    2.7905    2.1908    2.6011    2.5994    2.5522    1.4503    2.4239    1.2736    2.1305
    650000    2.0381    2.9477    3.1330    2.0795    2.9135    0.8087    1.2668    2.9648    2.9439    2.8550    2.5924    2.5513    2.8351    2.6265    2.9318    2.4971    2.9473
    660000    2.1135    2.8357    2.8158    2.5790    2.9071    2.6959    2.4394    1.2941    3.1353    0.1413    3.1261    0.7066    2.6987    1.9136    2.5700    0.1362    2.0672
    670000    2.2187    2.9520    2.9151    2.3035    2.4575    1.9582    1.9165    1.1713    3.0571    2.3900    0.4582    2.1122    2.2136    2.8172    2.4201    2.2730    2.5983
    680000    1.6726    2.3105    2.7199    2.1607    3.0568    2.3777    0.3351    0.8045    2.3065    0.4930    2.0848    1.5559    2.3956    1.3507    3.0760    2.0991    1.8296
    690000    0.8586    3.0129    2.8039    1.6749    2.5222    1.3817    2.7930    2.4871    2.1784    0.8463    3.1024    2.5310    2.7796    1.6116    2.0511    1.8661    1.2158
    700000    2.1973    2.3521    2.1005    3.0633    2.0341    2.5151    2.9143    2.1697    2.9802    2.2876    2.2964    2.3172    2.9727    2.3631    2.7864    1.8771    2.1849
    710000    2.0978    2.7128    2.9035    1.8992    2.9208    2.3313    3.0645    1.6011    2.7900    1.1000    3.1108    1.0033    0.6662    2.3410    2.6757    0.0792    3.0221
    720000    1.9065    2.8060    3.0501    2.5434    1.7652    2.4319    2.9105    0.1067    2.9977    2.9003    3.1079    3.0080    2.9936    2.9770    2.4195    2.5743    1.8867
    730000    1.2673    2.8885    2.4928    2.7456    2.9751    0.7909    2.0188    2.7602    3.0142    2.9157    2.9643    0.8616    3.1149    2.4071    1.5962    2.5401    2.1752
    740000    1.0172    3.0191    2.9296    2.3407    2.3892    0.5051    0.9298    0.0461    1.2006    2.0841    2.8942    0.1757    1.3504    1.0040    3.1049    0.6736    2.7461
    750000    1.9145    2.8773    3.0656    3.0512    2.6116    1.2042    1.3278    0.8957    2.8757    2.8849    2.7329    3.1294    2.9142    2.7786    1.1093    2.9854    2.9685
    760000    1.9796    2.7620    0.8963    2.4604    1.7252    1.8992    2.6290    1.5433    3.1270    2.0169    3.0476    2.5115    2.8596    0.5607    2.3019    1.5472    2.3933
    770000    1.9382    3.0328    2.8880    0.9317    3.1050    0.9964    3.0254    2.7856    2.8304    2.7192    3.1234    0.1930    2.9939    2.8265    2.7933    2.8442    2.9165
    780000    2.1820    3.0800    2.9596    2.8660    1.8381    1.7748    2.9993    2.2476    2.6897    1.2389    3.1164    0.7346    1.3396    2.2404    2.9788    0.6354    3.0940
    790000    2.2602    3.0189    2.9547    2.6583    2.7754    2.9647    2.4989    1.1969    2.5225    1.8376    2.1008    1.3314    2.8739    0.5626    2.9705    1.9409    0.9615
    800000    1.8855    2.7170    2.5684    3.0986    2.7805    0.8692    2.0899    1.1831    3.0691    0.2034    2.9697    0.6805    2.7676    0.7067    2.0315    0.6387    2.5074
    810000    2.0205    2.9402    2.6939    0.3804    3.0946    1.9647    1.1971    3.0044    2.1914    1.0377    2.5730    2.4120    2.2771    2.6162    2.7122    2.4396    2.9428
    820000    2.0337    3.0218    2.6345    2.7463    3.0080    1.5612    2.4221    2.5744    1.6445    1.5578    2.9443    2.9602    3.0244    2.8974    2.9893    2.2788    1.3560
    830000    1.4668    3.0240    2.4274    2.6948    2.9798    1.4923    2.9679    0.5793    2.4280    0.8609    3.1331    0.8838    2.8989    2.3914    3.1185    0.8575    3.1206
    840000    2.1318    3.0127    2.6619    2.7096    3.1281    1.7848    3.0296    2.1977    2.2985    1.9821    3.1247    1.1125    2.1008    2.7977    2.8423    2.6130    2.8020
    850000    1.9521    2.8130    2.6053    2.8698    2.8677    2.1610    2.8980    0.3365    2.7145    1.7153    1.9249    1.2098    2.6452    3.0204    2.9809    0.0902    2.9948
    860000    2.0946    2.9002    2.8881    2.3175    2.9687    1.9147    3.1183    2.6252    2.9477    2.7347    2.3870    2.4274    2.7852    2.4556    2.4098    2.2925    3.0499
    870000    1.2043    2.9011    2.5984    2.7017    3.1210    2.3688    1.8978    0.5623    3.0040    1.2742    3.1209    0.2925    2.8960    2.8489    2.5691    1.4899    2.5197
    880000    1.3115    2.4767    2.3248    2.6563    2.6277    1.1330    3.0316    2.3233    2.9775    0.5227    1.9920    2.8489    2.2315    2.5112    1.6057    1.6150    2.9394
    890000    2.1192    3.1131    2.2981    3.0420    2.7202    1.2565    0.7250    1.3175    2.5770    0.5011    1.0579    1.0250    1.8008    0.1025    2.8915    0.8253    3.1120
    900000    2.1861    2.9499    2.8983    2.0317    2.8618    0.2431    3.0734    2.9700    3.1316    2.7333    2.8262    3.0524    2.5907    0.3582    2.8838    2.6455    2.9042
    910000    0.9944    2.6451    3.0158    1.0516    2.8885    0.1589    2.9927    2.5461    3.0145    0.0427    1.5854    2.1468    3.1069    1.9386    2.6827    2.3498    1.4842
    920000    2.1838    2.6341    2.6876    1.9861    1.1569    1.6709    2.8665    0.9300    2.9693    0.3279    2.6200    2.4871    2.9380    0.8120    3.1328    2.5535    2.5735
    930000    1.3136    2.9703    2.4246    2.6559    3.0115    0.7748    2.7832    2.2247    2.9580    2.3796    2.8189    3.0142    3.0667    2.9402    2.6310    1.2876    3.0592
    940000    2.3740    3.1352    2.9192    2.9121    3.0874    2.4821    2.9845    1.1294    3.0898    1.5335    2.1188    2.3255    2.3713    3.0834    2.6256    0.8818    2.9602
    950000    1.8572    2.9299    1.5789    2.4124    2.1637    0.5037    3.1292    0.9541    2.6569    0.5745    2.3152    0.8700    2.8623    1.5016    3.0015    0.5034    2.7628
    960000    2.3153    2.8702    2.8374    3.0391    2.4432    0.0746    2.1536    2.7908    0.2949    0.4326    2.9207    2.8656    1.5772    2.7566    1.7821    3.1059    3.0636
    970000    1.6615    2.7729    2.7316    2.4268    1.8664    2.5953    2.1248    2.6665    2.9950    2.1331    2.9202    2.3761    2.9842    1.1030    1.7779    1.7174    2.9056
    980000    2.2366    3.1163    3.0276    2.6674    2.9657    1.8086    2.8605    1.6716    3.1169    2.4278    1.8364    2.5806    2.5794    3.0991    2.7388    1.2993    2.7069
    990000    2.1183    3.0764    2.5469    2.5096    3.0786    0.6509    3.1139    0.6052    3.0474    0.3032    3.1329    2.2417    2.1548    0.1791    2.4578    1.9587    2.6267
   1000000    2.2372    3.0229    2.7248    3.0854    3.1342    2.9106    2.4523    0.4740    2.4864    1.9765    2.8619    3.0336    3.0681    2.7805    2.7642    2.1352    3.0539
